ID,SEQ_ID,ROAD_NAME,NUMBER,METER,REMARK,geom,persistentid,DISTANCE_FROM_ORIGIN,length
26800,83,Mathura Road,EXP62UP,11,,"LINESTRING (77.306485252792157 28.462441582838853, 77.306471592413814 28.462832611168835)",-1831208236,10396,43
26801,84,Mathura Road,EXP62UP,11,,"LINESTRING (77.306471592413814 28.462832611168835, 77.306348649008754 28.463988620685861)",-1831208236,10525,129
26802,85,Mathura Road,EXP62UP,11,,"LINESTRING (77.306348649008754 28.463988620685861, 77.3063144980629 28.464435998076496)",-1831208236,10574,49
26803,86,Mathura Road,EXP62UP,11,,"LINESTRING (77.3063144980629 28.464435998076496, 77.306075441441962 28.467110017136555)",-1831208236,10872,298
26804,87,Mathura Road,EXP62UP,11,,"LINESTRING (77.306075441441962 28.467110017136555, 77.306027630117768 28.467635941702646)",-1831208236,10930,58
26805,88,Mathura Road,EXP62UP,11,,"LINESTRING (77.306027630117768 28.467635941702646, 77.3060003093611 28.468011602106998)",-1831208236,10971,41
26806,89,Mathura Road,EXP62UP,11,,"LINESTRING (77.3060003093611 28.468011602106998, 77.305966158415245 28.4684214134572)",-1831208236,11016,45
26807,90,Mathura Road,EXP62UP,11,,"LINESTRING (77.305966158415245 28.4684214134572, 77.3059320074694 28.468843177638448)",-1831208236,11063,47
26808,91,Mathura Road,EXP62UP,11,,"LINESTRING (77.3059320074694 28.468843177638448, 77.305925177280216 28.468933677644952)",-1831208236,11073,10
26809,92,Mathura Road,EXP62UP,11,,"LINESTRING (77.305925177280216 28.468933677644952, 77.305802233875156 28.470338989066679)",-1831208236,11230,157
26810,93,Mathura Road,EXP62UP,11,,"LINESTRING (77.305802233875156 28.470338989066679, 77.305733931983454 28.47114324384145)",-1831208236,11319,89
26811,94,Mathura Road,EXP62UP,11,,"LINESTRING (77.305733931983454 28.47114324384145, 77.305658799902588 28.471979942014777)",-1831208236,11412,93
26812,95,Mathura Road,EXP62UP,11,,"LINESTRING (77.305658799902588 28.471979942014777, 77.305604158389229 28.472635640175096)",-1831208236,11485,73
26813,96,Mathura Road,EXP62UP,11,,"LINESTRING (77.305604158389229 28.472635640175096, 77.305467554605826 28.474177555380226)",-1831208236,11657,172
26814,97,Mathura Road,EXP62UP,11,,"LINESTRING (77.305467554605826 28.474177555380226, 77.305433403659976 28.474490036534757, 77.305426573470811 28.474594196919597)",-1831208236,11703,46
26815,98,Mathura Road,EXP62UP,11,,"LINESTRING (77.305426573470811 28.474594196919597, 77.305344611200766 28.475558961139864)",-1831208236,11810,107
26816,99,Mathura Road,EXP62UP,11,,"LINESTRING (77.305344611200766 28.475558961139864, 77.305330950822423 28.475762159267671)",-1831208236,11832,22
26817,100,Mathura Road,EXP62UP,11,,"LINESTRING (77.305330950822423 28.475762159267671, 77.305248988552393 28.476670574427281)",-1831208236,11933,101
26818,101,Mathura Road,EXP62UP,11,,"LINESTRING (77.305248988552393 28.476670574427281, 77.3050167621206 28.479375329338605)",-1831208236,12235,302
26819,102,Mathura Road,EXP62UP,11,,"LINESTRING (77.3050167621206 28.479375329338605, 77.304886988526377 28.480766980381997)",-1831208236,12390,155
26820,103,Mathura Road,EXP62UP,11,,"LINESTRING (77.304886988526377 28.480766980381997, 77.304805026256332 28.481753942717063)",-1831208236,12500,110
26821,104,Mathura Road,EXP62UP,11,,"LINESTRING (77.304805026256332 28.481753942717063, 77.304750384742974 28.48234475408027)",-1831208236,12566,66
26822,105,Mathura Road,EXP62UP,11,,"LINESTRING (77.304750384742974 28.48234475408027, 77.304593290392063 28.48390032966374)",-1831208236,12740,174
26823,106,Mathura Road,EXP62UP,11,,"LINESTRING (77.304593290392063 28.48390032966374, 77.304374724338629 28.486173075110063)",-1831208236,12994,254
26824,107,Mathura Road,EXP62UP,11,,"LINESTRING (77.304374724338629 28.486173075110063, 77.304272271501077 28.487206141222028)",-1831208236,13109,115
26825,108,Mathura Road,EXP62UP,11,,"LINESTRING (77.304272271501077 28.487206141222028, 77.304238120555226 28.487583509173671)",-1831208236,13151,42
26826,109,Mathura Road,EXP62UP,11,,"LINESTRING (77.304238120555226 28.487583509173671, 77.304074196015151 28.490696367887903)",-1831208236,13498,347
26827,110,Mathura Road,EXP62UP,11,,"LINESTRING (77.304074196015151 28.490696367887903, 77.304046875258464 28.490846632049642)",-1831208236,13515,17
26828,111,Mathura Road,EXP62UP,11,,"LINESTRING (77.304046875258464 28.490846632049642, 77.303336535584791 28.493554802055552)",-1831208236,13826,311
26829,112,Mathura Road,EXP62UP,11,,"LINESTRING (77.303336535584791 28.493554802055552, 77.303049667639641 28.494680075721313)",-1831208236,13955,129
26830,113,Mathura Road,EXP62UP,11,,"LINESTRING (77.303049667639641 28.494680075721313, 77.302708158181147 28.496035868271562)",-1831208236,14110,155
26831,114,Mathura Road,EXP62UP,11,,"LINESTRING (77.302708158181147 28.496035868271562, 77.302339327965967 28.497480453281018)",-1831208236,14275,165
26832,115,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.302339327965967 28.497480453281018, 77.302230044939236 28.497710972165507, 77.302066120399161 28.498310321265176, 77.302004648696638 28.498747453372054, 77.30190902604825 28.499285330769194)",-1831208236,14482,207
26833,116,Mathura Road,EXP62UP,13,,"LINESTRING (77.30190902604825 28.499285330769194, 77.301758761886518 28.499821500619039, 77.301717780751488 28.499949566665979)",-1831208236,14558,76
26834,117,Mathura Road,EXP62UP,12,,"LINESTRING (77.301717780751488 28.499949566665979, 77.301635818481458 28.500128859131692, 77.301560686400578 28.500296198766357, 77.301403592049667 28.500513057272503, 77.301232837320427 28.500692349738216)",-1831208236,14657,99
26835,118,Mathura Road,EXP62UP,12,,"LINESTRING (77.301232837320427 28.500692349738216, 77.30104842221283 28.500840906352664)",-1831208236,14683,26
26836,119,Mathura Road,EXP62UP,10,,"LINESTRING (77.30104842221283 28.500840906352664, 77.300980120321128 28.500890425224146)",-1831208236,14692,9
26837,120,Mathura Road,EXP62UP,10,,"LINESTRING (77.300980120321128 28.500890425224146, 77.300542988214247 28.5012199818516, 77.300392724052514 28.501406104506483, 77.300262950458276 28.501626378107215, 77.300194648566574 28.501797132836465, 77.300153667431559 28.501937151714451, 77.3001468372424 28.502072047950559, 77.300133176864051 28.502722623469005, 77.300119516485708 28.503460283899365, 77.30018781837741 28.503864972607687)",-1831208236,15060,368
26838,121,Mathura Road,EXP62UP,11,,"LINESTRING (77.30018781837741 28.503864972607687, 77.300242459890768 28.504071585830079, 77.300542988214247 28.504903161361529, 77.3006454410518 28.505309557617146)",-1831208236,15228,168
26839,122,Mathura Road,EXP62UP,11,,"LINESTRING (77.3006454410518 28.505309557617146, 77.30067959199765 28.505553736879975, 77.300618120295113 28.505857680298039, 77.299928271188946 28.507633529482241)",-1831208236,15502,274
26840,123,Mathura Road,EXP62UP,11,,"LINESTRING (77.299928271188946 28.507633529482241, 77.299661893811319 28.508285812547978, 77.299538950406259 28.508591463513337)",-1831208236,15617,115
26841,124,Mathura Road,EXP62UP,11,,"LINESTRING (77.299538950406259 28.508591463513337, 77.299033516407675 28.509790161712672)",-1831208236,15761,144
26842,125,Mathura Road,EXP62UP,11,,"LINESTRING (77.299033516407675 28.509790161712672, 77.298316346544823 28.511509661836225)",-1831208236,15968,207
26843,126,Mathura Road,EXP62UP,11,,"LINESTRING (77.298316346544823 28.511509661836225, 77.297660648384507 28.5130413317576)",-1831208236,16153,185
26844,127,Mathura Road,EXP62UP,11,,"LINESTRING (77.297660648384507 28.5130413317576, 77.297489893655253 28.513457973296969)",-1831208236,16203,50
26845,128,Mathura Road,EXP62UP,11,,"LINESTRING (77.297489893655253 28.513457973296969, 77.29723034646679 28.514106841268124)",-1831208236,16280,77
26846,129,Mathura Road,EXP62UP,11,,"LINESTRING (77.29723034646679 28.514106841268124, 77.29714838419676 28.514303209206759, 77.296922987954147 28.514880360191626)",-1831208236,16372,92
26847,130,Mathura Road,EXP62UP,11,,"LINESTRING (77.296922987954147 28.514880360191626, 77.296335591685519 28.516311284822745)",-1831208236,16544,172
26848,131,Mathura Road,EXP62UP,10,,"LINESTRING (77.296335591685519 28.516311284822745, 77.295775516173578 28.517673907562163)",-1831208236,16707,163
26849,132,Mathura Road,EXP62UP,10,,"LINESTRING (77.295775516173578 28.517673907562163, 77.2953383840667 28.518705266126833, 77.295044685932382 28.519294369942745)",-1831208236,16904,197
26850,133,Mathura Road,EXP62UP,10,,"LINESTRING (77.295044685932382 28.519294369942745, 77.295010534986545 28.51934388881423, 77.2949285727165 28.519514643543481)",-1831208236,16931,27
26851,134,Mathura Road,EXP62UP,10,,"LINESTRING (77.2949285727165 28.519514643543481, 77.2936308367742 28.522151096563103)",-1831208236,17258,327
26852,135,Mathura Road,EXP62UP,10.5,,"LINESTRING (77.2936308367742 28.522151096563103, 77.292701931047077 28.524019153301104)",-1831208236,17490,232
26853,136,Mathura Road,EXP62UP,10,,"LINESTRING (77.292701931047077 28.524019153301104, 77.292326270642718 28.524685096745181)",-1831208236,17575,85
26854,137,Mathura Road,EXP62UP,11,,"LINESTRING (77.292326270642718 28.524685096745181, 77.29210087440012 28.525093200548088, 77.29185498759 28.525484228878071, 77.291520308320656 28.525904285512027, 77.291144647916312 28.526264577990744, 77.290803138457818 28.526558276125055, 77.289751289325622 28.527434247886109)",-1831208236,17998,423
26855,138,Mathura Road,EXP62UP,11,,"LINESTRING (77.289751289325622 28.527434247886109, 77.289594194974725 28.527553776196584)",-1831208236,18019,21
26856,139,Mathura Road,EXP62UP,10,,"LINESTRING (77.289594194974725 28.527553776196584, 77.28877457227432 28.528359738518645, 77.28865162886926 28.528494634754754, 77.2885286854642 28.528648314011079)",-1831208236,18189,170
26857,140,Mathura Road,EXP62UP,11,,"LINESTRING (77.2885286854642 28.528648314011079, 77.288296459032409 28.529015436678968, 77.288214496762379 28.529167408388, 77.287879817493049 28.530017766939668, 77.287558798602049 28.530779333032122, 77.287429025007825 28.531091814186652)",-1831208236,18487,298
26858,141,Mathura Road,EXP62UP,11,,"LINESTRING (77.287429025007825 28.531091814186652, 77.28722411933272 28.531585295354184)",-1831208236,18546,59
26859,142,Mathura Road,EXP62UP,11,,"LINESTRING (77.28722411933272 28.531585295354184, 77.28680747779336 28.532500540702966)",-1831208236,18657,111
26860,143,Mathura Road,EXP62UP,11.5,,"LINESTRING (77.28680747779336 28.532500540702966, 77.2858854022554 28.53431737102219, 77.285776119228686 28.534518861602706, 77.2853184965543 28.535357267323324, 77.285216043716744 28.535541682430914, 77.285195553149237 28.535577540924056, 77.284806232366535 28.536236654178964, 77.2847242700965 28.536383503246117, 77.284614987069773 28.536573040995588)",-1831208236,19172,515
26861,144,Mathura Road,EXP62UP,11.5,,"LINESTRING (77.284614987069773 28.536573040995588, 77.283959288909458 28.537626597675061, 77.283337741695 28.538572578875108)",-1831208236,19436,264
26862,145,Mathura Road,EXP62UP,11.5,,"LINESTRING (77.283337741695 28.538572578875108, 77.2831055152632 28.538724550584138)",-1831208236,19466,30
26863,146,Mathura Road,EXP62UP,11.5,,"LINESTRING (77.2831055152632 28.538724550584138, 77.282975741668977 28.538937993995702, 77.28258642088629 28.539542465737249, 77.282169779346916 28.540150352573381, 77.282149288779408 28.540182795971937)",-1831208236,19660,194
26864,147,Mathura Road,EXP62UP,11,,"LINESTRING (77.282149288779408 28.540182795971937, 77.2803734395952 28.54244188103992, 77.279321590463013 28.543790843401, 77.279048382896221 28.544169918899932, 77.2787546847619 28.544649739689127, 77.278536118708473 28.545080041606838, 77.278017024331547 28.546138720928187, 77.2775730620355 28.546867843622088, 77.2772520431445 28.547289607803336, 77.276610005362528 28.54799482483514)",-1831208236,20730,1070
26865,148,Mathura Road,EXP62UP,11,,"LINESTRING (77.276610005362528 28.54799482483514, 77.275872344932168 28.548790541873448, 77.275414722257779 28.549319881534121, 77.27516200525848 28.549623824952189, 77.274444835395627 28.550573221246818, 77.2734476277768 28.551930721344359, 77.272347967320442 28.553395796921329, 77.272143061645338 28.553832929028207)",-1831208236,21550,820
26866,149,Mathura Road,EXP62UP,10,,"LINESTRING (77.272143061645338 28.553832929028207, 77.271965476726919 28.554066863007282)",-1831208236,21582,32
26867,150,Mathura Road,EXP62UP,10,,"LINESTRING (77.271965476726919 28.554066863007282, 77.271316608755768 28.554922344200826, 77.270995589864768 28.555347523476659)",-1831208236,21760,178
26868,151,Mathura Road,EXP62UP,10,,"LINESTRING (77.270995589864768 28.555347523476659, 77.270660910595439 28.555789778225417)",-1831208236,21821,61
26869,152,Mathura Road,EXP62UP,10,,"LINESTRING (77.270660910595439 28.555789778225417, 77.269943740732586 28.55673405187817)",-1831208236,21952,131
26870,153,Mathura Road,EXP62UP,14.5,,"LINESTRING (77.269943740732586 28.55673405187817, 77.269752495435839 28.556995306613924, 77.269732004868317 28.557020919823312, 77.269513438814883 28.557318033052209)",-1831208236,22032,80
26871,154,Mathura Road,EXP62UP,14.5,,"LINESTRING (77.269513438814883 28.557318033052209, 77.268912382167926 28.558153023678241)",-1831208236,22146,114
26872,155,Mathura Road,EXP62UP,11,,"LINESTRING (77.268912382167926 28.558153023678241, 77.268065438710835 28.559320986026314)",-1831208236,22306,160
26873,156,Mathura Road,EXP62UP,11,,"LINESTRING (77.268065438710835 28.559320986026314, 77.267840042468222 28.55963175963355)",-1831208236,22348,42
26874,157,Mathura Road,EXP62UP,11,,"LINESTRING (77.267840042468222 28.55963175963355, 77.267382419793833 28.560241354016974)",-1831208236,22432,84
26875,158,Mathura Road,EXP62UP,11,,"LINESTRING (77.267382419793833 28.560241354016974, 77.2671160424162 28.560603354042982, 77.266972608443638 28.560799721981621)",-1831208236,22509,77
26876,159,Mathura Road,EXP62UP,16,,"LINESTRING (77.266972608443638 28.560799721981621, 77.266842834849413 28.560958523879826, 77.266699400876831 28.561163429554924)",-1831208236,22559,50
26877,160,Mathura Road,EXP62UP,16,,"LINESTRING (77.266699400876831 28.561163429554924, 77.2664125329317 28.561547627695738)",-1831208236,22612,53
26878,161,Mathura Road,EXP62UP,16,,"LINESTRING (77.2664125329317 28.561547627695738, 77.26577049514971 28.562411646625744)",-1831208236,22731,119
26879,162,Mathura Road,EXP62UP,12,,"LINESTRING (77.26577049514971 28.562411646625744, 77.265394834745365 28.562911957982447)",-1831208236,22800,69
26880,163,Mathura Road,EXP62UP,12,,"LINESTRING (77.265394834745365 28.562911957982447, 77.264773287530886 28.563777684459748)",-1831208236,22918,118
26881,164,Mathura Road,EXP62UP,12,,"LINESTRING (77.264773287530886 28.563777684459748, 77.264629853558318 28.563945024094412)",-1831208236,22942,24
26882,165,Mathura Road,EXP62UP,12,,"LINESTRING (77.264629853558318 28.563945024094412, 77.264445438450736 28.564214816566629)",-1831208236,22978,36
26883,166,Mathura Road,EXP62UP,12,,"LINESTRING (77.264445438450736 28.564214816566629, 77.263946834641317 28.564882467557997)",-1831208236,23070,92
26884,167,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.263946834641317 28.564882467557997, 77.263386759129375 28.565635495913991)",-1831208236,23174,104
26885,168,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.263386759129375 28.565635495913991, 77.262970117590015 28.56620069406781)",-1831208236,23252,78
26886,169,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.262970117590015 28.56620069406781, 77.262512494915612 28.5668171186404, 77.262307589240521 28.567090326207204, 77.262075362808744 28.567397684719854)",-1831208236,23418,166
26887,170,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.262075362808744 28.567397684719854, 77.262048042052058 28.567438665854873, 77.261542608053475 28.568104609298949, 77.26128989105419 28.568440996115573)",-1831208236,23563,145
26888,171,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.26128989105419 28.568440996115573, 77.260688834407219 28.569248665984926)",-1831208236,23675,112
26889,172,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.260688834407219 28.569248665984926, 77.260326834381218 28.569719949037658)",-1831208236,23741,66
26890,173,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.260326834381218 28.569719949037658, 77.2600809475711 28.570064873590745, 77.26001947586856 28.570151958502663)",-1831208236,23800,59
26891,174,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.26001947586856 28.570151958502663, 77.259623324896708 28.570703496278139, 77.259507211680813 28.570850345345296)",-1831208236,23896,96
26892,175,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.259507211680813 28.570850345345296, 77.259234004114 28.5712362510334)",-1831208236,23948,52
26893,176,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.259234004114 28.5712362510334, 77.258872004088 28.57172631710635)",-1831208236,24015,67
26894,177,Mathura Road,EXP62UP,12.5,,"LINESTRING (77.258872004088 28.57172631710635, 77.258428041791944 28.572351279415404)",-1831208236,24100,85
26895,178,Mathura Road,EXP62UP,9,,"LINESTRING (77.258428041791944 28.572351279415404, 77.25829826819772 28.572499836029852, 77.2581684946035 28.572675713400979)",-1831208236,24146,46
26896,179,Mathura Road,EXP62UP,12,,"LINESTRING (77.2581684946035 28.572675713400979, 77.257833815334166 28.573112845507861)",-1831208236,24207,61
26897,180,Mathura Road,EXP62UP,12,,"LINESTRING (77.257833815334166 28.573112845507861, 77.257697211550763 28.573290430426283)",-1831208236,24231,24
26898,181,Mathura Road,EXP62UP,12,,"LINESTRING (77.257697211550763 28.573290430426283, 77.25698004168791 28.574178355018383)",-1831208236,24358,127
26899,182,Mathura Road,EXP62UP,12,,"LINESTRING (77.25698004168791 28.574178355018383, 77.256836607715343 28.57435935503139)",-1831208236,24383,25
26900,183,Mathura Road,EXP62UP,6.5,,"LINESTRING (77.256836607715343 28.57435935503139, 77.256713664310283 28.574531817307932)",-1831208236,24406,23
